source,title_words,title_is_question,words,read_min,paras,para_median_words,para_p90_words,lead_words,h2,h3,heads,words_per_section,head_question_pct,head_median_words,code_blocks,tables,images,lists,list_items,quotes,links_per_1kw,nums_per_100w,nums_in_lead_150,nums_per_100w_body,wps_median,wps_p90,pct_sent_over_30,pct_sent_under_12,we_per_1kw,you_per_1kw,i_per_1kw,emdash_per_1kw,has_code,has_chart
grafana,10,False,652,2.8,23,26,52,22,3,4,7,82,0,3,0,0,5,3,10,0,44.5,1.38,3,1.2,20,35,16.1,16.1,23.0,41.4,3.1,0.0,False,True
grafana,13,False,2903,12.6,77,36,68,60,10,19,29,97,0,2,0,2,20,6,15,0,22.4,2.76,2,2.83,19,31,10.1,11.5,38.6,1.4,0.7,2.4,False,True
grafana,14,False,1309,5.7,26,47.5,93,49,5,3,8,145,12,5.0,2,0,12,0,0,0,23.7,0.46,0,0.52,19,27,7.0,18.3,18.3,21.4,0.8,0.0,True,True
grafana,11,False,2038,8.9,52,28.0,75,23,4,5,9,204,0,5,2,0,28,1,5,0,22.1,0.34,0,0.37,19.0,36,16.0,18.0,3.9,21.1,40.2,1.0,True,True
grafana,12,False,978,4.3,22,36.0,71,21,5,5,10,89,0,1.5,0,0,5,0,0,0,24.5,0.51,4,0.12,18.5,33,16.7,16.7,54.2,10.2,0.0,2.0,False,True
grafana,14,False,739,3.2,20,32.5,72,33,3,0,3,185,0,8,0,0,8,0,0,0,31.1,0.14,0,0.17,23.0,35,21.9,6.2,4.1,27.1,0.0,4.1,False,True
grafana,13,False,1254,5.5,29,39,75,34,5,0,5,209,0,2,1,0,7,2,21,1,20.7,0.96,2,0.91,18,33,15.9,17.5,22.3,31.9,0.0,1.6,True,True
grafana,14,False,1077,4.7,24,48.0,80,24,4,0,4,215,25,2.0,0,0,5,2,13,0,35.3,0.37,2,0.22,19.0,32,11.1,25.9,52.9,26.9,4.6,0.9,False,True
grafana,10,False,549,2.4,13,47,67,16,1,0,1,274,0,6,0,0,7,1,3,0,20.0,1.64,1,2.01,24,41,38.1,14.3,10.9,12.8,10.9,0.0,False,True
grafana,8,False,420,1.8,23,13,33,30,7,2,9,42,0,5,5,0,13,5,18,0,61.9,0.71,0,1.11,16,27,8.0,28.0,23.8,40.5,0.0,4.8,True,True
grafana,12,False,1567,6.8,39,37,63,44,3,4,7,196,0,5,0,0,8,1,3,0,14.0,0.13,0,0.14,26,52,32.7,9.1,19.1,9.6,0.0,3.8,False,True
grafana,16,False,2205,9.6,55,39,70,72,9,6,15,138,7,4,5,1,13,9,23,0,16.8,1.18,0,1.27,18,34,14.4,21.6,22.2,25.9,0.0,8.2,True,True
grafana,12,False,1208,5.3,37,28,67,56,5,8,13,86,0,2,0,1,16,2,8,0,52.2,0.08,0,0.09,19.5,32,10.0,6.7,17.4,32.3,0.0,2.5,False,True
grafana,15,False,2525,11.0,58,46.0,67,38,7,0,7,316,0,6,0,0,10,4,17,3,9.5,0.48,0,0.51,17,30,7.9,25.9,4.4,19.4,0.4,0.4,False,True
grafana,11,False,1654,7.2,43,36,75,44,3,4,7,207,0,2,1,0,13,1,2,3,10.3,0.97,2,0.93,19,35,16.5,21.5,9.7,27.8,10.9,4.2,True,True
grafana,13,False,667,2.9,16,40.0,71,39,3,0,3,167,0,2,0,0,7,0,0,0,18.0,0.75,3,0.39,21,46,43.5,0.0,3.0,0.0,0.0,10.5,False,True
grafana,9,False,432,1.9,11,35,67,23,2,3,5,72,0,5,0,0,5,2,12,1,88.0,2.08,5,1.42,18.5,41,18.2,36.4,23.1,23.1,0.0,9.3,False,True
grafana,14,False,814,3.5,30,26.0,57,63,8,0,8,90,0,8.0,7,0,15,14,37,0,47.9,0.0,0,0.0,19,41,14.3,5.7,29.5,31.9,0.0,3.7,True,True
grafana,13,False,966,4.2,38,20.0,48,18,5,11,16,57,19,6.5,0,0,8,6,21,0,38.3,0.31,1,0.25,20,34,14.0,7.0,4.1,28.0,2.1,2.1,False,True
grafana,11,False,1622,7.1,48,28.0,66,40,7,0,7,203,0,11,2,0,33,1,6,0,12.9,0.86,1,0.88,19.5,37,16.7,13.9,16.0,31.4,1.2,0.0,True,True
grafana,5,False,489,2.1,13,30,65,30,3,0,3,122,0,7,0,0,5,2,7,1,34.8,2.25,5,1.77,19.0,30,7.7,23.1,30.7,12.3,0.0,2.0,False,True
grafana,16,False,418,1.8,12,40.0,46,11,6,3,9,42,0,5,0,0,10,4,25,1,52.6,0.24,1,0.0,20.0,33,10.0,20.0,19.1,23.9,0.0,7.2,False,True
grafana,13,False,909,4.0,13,70,95,68,8,0,8,101,0,3.0,0,0,9,0,0,0,28.6,0.55,0,0.66,22,32,14.0,11.6,13.2,38.5,0.0,0.0,False,True
grafana,13,False,998,4.3,24,37.5,73,51,4,5,9,100,11,6,1,0,13,3,11,0,32.1,0.1,0,0.12,20,38,20.0,17.8,23.0,37.1,0.0,0.0,True,True
grafana,16,False,699,3.0,17,39,71,43,5,1,6,100,17,5.5,0,0,6,4,12,0,45.8,0.29,1,0.18,23,42,17.2,6.9,28.6,31.5,0.0,2.9,False,True
grafana,9,False,941,4.1,32,23.0,54,61,5,0,5,157,0,3,0,1,12,5,17,0,28.7,0.0,0,0.0,19,42,14.9,25.5,1.1,49.9,23.4,5.3,False,True
grafana,13,False,1624,7.1,30,55.0,84,54,5,2,7,203,0,6,3,0,12,0,0,1,18.5,0.49,1,0.47,21,40,24.6,10.1,17.9,48.0,3.1,3.1,True,True
grafana,9,False,1023,4.4,19,47,86,29,2,0,2,341,0,3.0,0,0,4,0,0,1,25.4,1.08,3,0.92,23.5,36,31.0,7.1,47.9,7.8,0.0,0.0,False,True
grafana,16,False,1955,8.5,35,56,94,20,5,1,6,279,0,2.5,0,0,9,1,2,3,11.3,0.15,0,0.17,19.0,38,16.7,12.2,10.7,68.0,0.5,1.0,False,True
grafana,7,False,547,2.4,13,36,57,45,2,0,2,182,50,5.5,0,0,6,0,0,0,32.9,2.56,6,2.02,16.0,29,6.2,25.0,12.8,43.9,0.0,1.8,False,True
grafana,13,False,687,3.0,22,28.5,61,18,4,0,4,137,0,6.5,0,0,7,4,13,0,24.7,0.44,2,0.19,18.5,29,8.8,11.8,27.7,36.4,0.0,2.9,False,True
grafana,8,False,505,2.2,16,32.5,55,38,3,0,3,126,33,5,0,0,6,2,8,0,39.6,0.0,0,0.0,19,33,12.0,20.0,33.7,11.9,2.0,5.9,False,True
grafana,11,False,797,3.5,25,30,62,30,3,3,6,114,17,5.5,4,0,9,3,12,2,41.4,0.5,2,0.31,20.0,33,10.0,20.0,15.1,27.6,0.0,3.8,True,True
grafana,15,False,1304,5.7,28,41.5,78,130,7,10,17,72,6,4,0,0,18,9,38,0,31.4,0.61,0,0.69,16.5,28,2.7,20.3,2.3,10.7,64.4,1.5,False,True
grafana,13,False,1040,4.5,25,44,65,44,2,0,2,347,0,6.5,0,0,10,0,0,1,15.4,2.98,9,2.47,23,40,26.8,7.3,20.2,3.8,0.0,1.0,False,True
grafana,13,False,486,2.1,11,45,60,23,3,0,3,122,33,6,0,0,7,0,0,1,32.9,0.62,1,0.6,23,33,14.3,4.8,2.1,35.0,0.0,4.1,False,True
grafana,10,False,1434,6.2,27,45,86,48,4,8,12,110,17,4.0,1,0,6,1,5,0,23.0,0.84,3,0.7,21.5,30,9.1,7.6,34.2,10.5,0.0,1.4,True,True
grafana,13,False,1337,5.8,34,37.0,63,36,5,0,5,223,0,4,0,0,10,1,2,0,14.2,0.52,1,0.51,20,38,21.1,8.8,9.7,6.7,0.0,2.2,False,True
grafana,9,False,1171,5.1,29,37,74,30,4,9,13,84,0,2,0,0,10,4,15,2,47.0,2.82,2,3.04,23.5,34,18.8,10.4,30.7,5.1,0.0,0.9,False,True
grafana,7,False,1935,8.4,54,34.5,59,17,10,0,10,176,0,6.0,0,0,14,4,16,0,35.7,1.34,5,1.18,21.5,35,16.7,20.0,43.4,7.2,0.0,5.2,False,True
grafana,16,False,406,1.8,11,33,63,40,3,0,3,102,0,5,0,0,6,2,6,0,71.4,0.0,0,0.0,18,29,9.5,19.0,19.7,41.9,0.0,4.9,False,True
grafana,9,False,1518,6.6,29,53,95,72,4,0,4,304,0,2.0,3,0,8,0,0,0,15.8,0.59,1,0.58,18,33,17.3,14.7,23.1,3.3,4.6,2.0,True,True
grafana,10,False,1104,4.8,35,29,53,37,8,6,14,74,0,5.5,0,0,15,2,6,2,25.4,0.27,2,0.1,20.0,30,8.6,20.7,10.0,41.7,0.0,3.6,False,True
grafana,16,False,566,2.5,9,66,98,59,0,0,0,566,0,0,0,0,6,0,0,0,40.6,0.35,0,0.48,26.0,46,45.0,10.0,30.0,5.3,7.1,3.5,False,True
grafana,13,False,787,3.4,17,51,69,51,3,0,3,197,0,7,0,0,5,1,3,0,20.3,0.89,2,0.78,23.0,40,17.6,8.8,6.4,30.5,0.0,5.1,False,True
grafana,15,False,982,4.3,33,29,55,29,4,4,8,109,12,3.5,0,1,13,0,0,1,35.6,0.2,1,0.12,25,38,28.2,5.1,16.3,32.6,0.0,0.0,False,True
grafana,18,False,1789,7.8,29,59,114,39,5,2,7,224,0,2,0,0,11,1,4,0,12.9,0.73,0,0.79,23.0,43,29.2,12.5,26.3,4.5,2.8,0.6,False,True
grafana,13,False,394,1.7,16,22.0,43,6,4,0,4,79,0,4.0,1,0,7,3,14,0,88.8,1.02,4,0.0,17,30,9.5,19.0,35.5,22.8,0.0,0.0,True,True
grafana,7,False,445,1.9,13,34,57,21,3,0,3,111,0,3,0,0,7,1,3,1,53.9,0.45,0,0.68,28.5,44,50.0,12.5,24.7,42.7,0.0,6.7,False,True
grafana,10,False,1096,4.8,30,36.0,65,20,1,4,5,183,0,5,0,0,8,0,0,0,28.3,0.36,0,0.42,24.5,52,36.8,13.2,11.9,7.3,0.0,7.3,False,True
grafana,10,False,1088,4.7,26,45.5,76,27,7,6,13,78,23,2,0,0,11,7,19,1,32.2,0.18,0,0.21,19,38,20.4,14.3,12.9,16.5,0.9,4.6,False,True
grafana,16,False,1203,5.2,27,44,71,54,7,1,8,134,0,6.5,0,0,11,5,11,0,39.9,1.16,0,1.33,18.0,34,17.2,15.5,21.6,24.9,0.0,4.2,False,True
grafana,17,False,818,3.6,15,56,76,69,3,0,3,204,0,6,0,0,6,1,3,0,26.9,1.1,1,1.2,23,40,24.2,15.2,23.2,12.2,1.2,3.7,False,True
grafana,11,False,1298,5.6,33,35,82,64,4,3,7,162,14,5,0,1,9,4,17,0,15.4,0.08,0,0.09,20.5,36,18.3,11.7,2.3,24.7,0.0,0.8,False,True
grafana,9,False,1908,8.3,34,58.5,85,86,10,0,10,173,20,3.0,0,0,11,0,0,0,17.8,0.89,5,0.68,16,26,6.3,25.2,7.9,50.3,5.8,5.2,False,True
grafana,13,False,1006,4.4,21,48,75,48,3,2,5,168,0,6,2,0,13,1,4,0,23.9,0.0,0,0.0,19,31,10.2,6.1,22.9,6.0,10.9,1.0,True,True
grafana,13,False,525,2.3,16,32.0,47,46,3,4,7,66,14,5,0,0,11,3,15,0,43.8,0.19,0,0.27,21,32,12.0,12.0,9.5,28.6,0.0,1.9,False,True
grafana,11,False,860,3.7,18,49.0,79,48,2,8,10,78,0,7.0,0,0,5,0,0,0,34.9,1.74,7,1.13,21.5,39,20.0,22.5,20.9,15.1,0.0,1.2,False,True
grafana,14,False,367,1.6,12,28.0,47,47,2,0,2,122,0,8.5,0,0,7,1,4,0,57.2,0.0,0,0.0,24.5,34,18.8,6.2,43.6,13.6,0.0,8.2,False,True
grafana,12,False,1189,5.2,29,36,77,5,5,7,12,91,0,2.5,0,0,15,3,11,1,35.3,0.34,0,0.38,26.0,45,29.5,13.6,38.7,2.5,1.7,1.7,False,True
grafana,15,False,720,3.1,17,44,64,29,3,0,3,180,0,4,4,0,11,0,0,0,45.8,0.83,0,1.05,20,33,11.4,5.7,12.5,15.3,4.2,5.6,True,True
grafana,14,False,927,4.0,32,25.0,59,38,7,6,13,66,0,5,0,0,8,6,19,0,65.8,0.0,0,0.0,18.0,32,10.0,20.0,30.2,33.4,0.0,3.2,False,True
grafana,10,False,1072,4.7,40,21.0,64,64,7,2,9,107,0,5,7,0,20,2,7,0,34.5,0.37,0,0.43,17,28,4.8,28.6,19.6,20.5,56.9,2.8,True,True
grafana,13,False,458,2.0,12,38.0,61,43,2,0,2,153,0,2.5,0,0,5,0,0,0,41.5,4.59,8,4.22,23,48,41.2,17.6,8.7,10.9,0.0,0.0,False,True
grafana,12,False,1232,5.4,27,46,65,33,3,4,7,154,0,6,0,0,11,1,4,1,17.9,0.08,1,0.0,20,33,11.9,10.2,33.3,32.5,0.8,2.4,False,True
grafana,14,False,315,1.4,7,42,102,33,2,0,2,105,0,6.5,0,0,8,4,14,0,63.5,1.59,5,0.0,17,39,20.0,13.3,15.9,50.8,3.2,3.2,False,True
grafana,10,False,1003,4.4,23,51,96,13,4,3,7,125,14,9,0,0,5,2,9,0,23.9,3.99,4,4.22,19.0,36,16.7,25.0,19.9,9.0,1.0,1.0,False,True
grafana,13,True,1054,4.6,33,31,56,54,5,6,11,88,0,4,0,0,8,2,6,1,31.3,0.47,0,0.55,15.0,26,4.4,39.7,5.7,46.5,0.0,7.6,False,True
grafana,13,False,962,4.2,34,29.5,45,39,8,4,12,74,0,6.0,0,0,13,5,18,0,48.9,0.0,0,0.0,18.5,29,4.0,14.0,21.8,37.4,0.0,3.1,False,True
grafana,12,False,451,2.0,12,36.0,61,35,2,0,2,150,0,2.5,0,0,5,0,0,0,37.7,4.66,9,3.99,23,48,35.3,17.6,6.7,8.9,0.0,0.0,False,True
grafana,12,False,344,1.5,8,39.0,75,67,3,0,3,86,0,7,0,0,7,2,10,0,87.2,0.29,0,0.52,30,48,45.5,0.0,40.7,46.5,0.0,2.9,False,True
grafana,12,False,829,3.6,15,49,85,102,1,0,1,414,0,8,0,0,5,0,0,0,41.0,0.97,1,1.03,27.5,49,42.9,10.7,19.3,16.9,15.7,6.0,False,True
grafana,14,False,1039,4.5,24,45.0,63,25,3,4,7,130,0,7,0,0,10,1,4,0,32.7,0.29,2,0.11,20,32,11.3,13.2,8.7,53.9,0.0,2.9,False,True
grafana,9,False,1002,4.4,23,44,74,64,4,4,8,111,12,7.0,0,0,8,3,11,0,23.0,0.3,1,0.23,22.0,38,22.7,15.9,39.9,3.0,1.0,3.0,False,True
grafana,13,False,790,3.4,33,20,47,73,5,7,12,61,25,3.5,1,0,7,11,35,0,65.8,0.25,0,0.31,23.0,44,23.3,10.0,10.1,57.0,0.0,2.5,True,True
grafana,11,False,2034,8.8,53,35,69,25,10,5,15,127,0,6,0,0,16,2,8,1,38.3,0.59,0,0.64,20,36,20.4,15.1,22.6,20.2,0.0,1.0,False,True
grafana,14,False,325,1.4,8,38.5,60,53,2,0,2,108,0,7.5,0,0,7,1,3,0,40.0,0.31,1,0.0,21.0,32,14.3,7.1,24.6,40.0,0.0,0.0,False,True
grafana,19,False,870,3.8,33,23,46,23,6,0,6,124,0,3.5,3,0,13,13,36,0,105.7,0.92,4,0.56,19.5,33,13.6,27.3,24.1,17.2,0.0,1.1,True,True
grafana,8,False,1135,4.9,48,15.5,50,88,7,0,7,142,0,6,18,0,29,3,11,0,29.1,0.35,1,0.3,15,34,18.0,29.5,1.8,50.2,22.0,0.0,True,True
grafana,10,False,1488,6.5,44,35.0,50,8,4,8,12,114,0,2.5,12,0,27,1,3,1,23.5,0.4,0,0.45,20,40,24.6,16.9,41.7,30.9,0.0,2.7,True,True
grafana,11,False,578,2.5,23,20,59,9,5,2,7,72,14,3,2,0,8,8,30,3,86.5,2.94,5,2.8,17.0,27,9.4,21.9,15.6,20.8,0.0,1.7,True,True
grafana,17,False,580,2.5,15,36,67,38,2,0,2,193,0,4.5,0,0,8,0,0,0,22.4,0.34,1,0.23,29.5,66,50.0,20.0,3.4,13.8,22.4,3.4,False,True
grafana,17,False,612,2.7,23,22,44,22,2,5,7,76,0,5,8,0,17,0,0,0,47.4,0.33,0,0.43,14,33,10.8,37.8,19.6,24.5,4.9,3.3,True,True
grafana,10,False,537,2.3,12,48.0,64,39,1,0,1,268,0,6,0,0,6,0,0,0,35.4,2.23,3,2.33,24,40,38.1,19.0,27.9,7.4,0.0,1.9,False,True
grafana,16,False,1246,5.4,30,36.5,78,41,5,2,7,156,0,7,0,0,7,6,22,0,16.9,0.4,2,0.27,15.5,30,9.7,33.3,1.6,44.9,1.6,1.6,False,True
grafana,11,False,1209,5.3,36,33.0,65,43,5,7,12,93,8,7.0,0,0,9,15,43,0,35.6,0.66,1,0.66,21,37,23.5,7.8,42.2,14.9,3.3,2.5,False,True
grafana,12,False,848,3.7,21,39,66,28,4,6,10,77,10,2.0,1,0,10,4,11,0,61.3,1.42,2,1.43,17,33,11.1,24.4,31.8,16.5,1.2,2.4,True,True
grafana,13,False,1472,6.4,39,36,63,21,7,0,7,184,0,7,2,0,7,2,9,1,17.7,0.0,0,0.0,18.0,30,9.2,11.8,28.5,6.8,2.0,4.1,True,True
grafana,9,False,1105,4.8,41,25,43,40,5,10,15,69,0,4,9,0,17,7,36,0,39.8,0.09,1,0.0,21,40,25.5,17.0,7.2,13.6,0.9,0.9,True,True
grafana,10,False,1299,5.6,20,67.0,105,17,6,1,7,162,0,5,0,0,5,1,3,3,16.9,0.38,2,0.26,22.5,35,25.0,5.4,10.0,1.5,63.9,3.1,False,True
grafana,8,False,859,3.7,12,79.5,118,5,3,8,11,72,0,7,0,0,5,1,3,0,41.9,1.63,7,0.99,21.5,38,23.7,15.8,9.3,18.6,0.0,3.5,False,True
grafana,9,False,585,2.5,18,29.5,56,31,3,5,8,65,0,2.5,0,0,5,4,13,1,41.0,2.74,9,1.61,19.0,32,13.3,23.3,23.9,18.8,0.0,0.0,False,True
grafana,14,False,916,4.0,29,28,58,48,6,4,10,83,0,5.0,0,0,8,7,29,0,36.0,0.11,0,0.13,17.5,31,12.5,14.6,26.2,19.7,0.0,0.0,False,True
grafana,11,False,1091,4.7,26,39.0,65,32,4,2,6,156,0,6.0,0,0,8,1,4,0,19.2,0.18,0,0.21,19.0,39,22.0,16.0,15.6,32.1,0.0,2.7,False,True
grafana,12,False,1205,5.2,27,42,70,42,5,11,16,71,0,5.0,0,0,9,3,15,0,41.5,0.5,1,0.47,19.0,33,17.2,15.5,13.3,28.2,0.0,6.6,False,True
grafana,16,False,994,4.3,22,44.5,68,22,4,0,4,199,75,8.0,0,0,13,0,0,0,14.1,0.3,0,0.36,19.0,30,7.7,19.2,5.0,51.3,4.0,7.0,False,True
grafana,6,False,1606,7.0,32,48.5,87,87,2,7,9,161,0,2,5,0,26,1,10,0,24.9,1.0,2,0.96,18,30,9.6,22.9,8.7,2.5,20.5,2.5,True,True
grafana,12,False,618,2.7,18,36.5,50,45,4,4,8,69,0,5.0,5,0,15,3,9,0,42.1,0.0,0,0.0,21.0,29,7.1,0.0,6.5,40.5,0.0,3.2,True,True
grafana,12,False,1271,5.5,46,29.0,44,30,9,0,9,127,0,7,1,0,10,4,18,0,18.1,0.24,1,0.18,17,26,4.1,19.2,0.8,10.2,0.0,0.0,True,True
grafana,20,False,1339,5.8,32,32.5,88,44,8,0,8,149,0,8.5,0,0,12,0,0,0,41.1,5.45,7,5.55,27,54,36.2,17.0,5.2,7.5,0.0,2.2,False,True
grafana,15,False,989,4.3,28,33.0,64,32,2,3,5,165,0,2,0,0,11,3,8,0,44.5,0.3,0,0.36,24.5,47,27.5,7.5,37.4,29.3,0.0,6.1,False,True
grafana,14,False,504,2.2,16,30.5,61,31,4,0,4,101,0,5.5,0,0,7,4,15,0,49.6,0.2,0,0.28,27,42,26.3,10.5,9.9,47.6,0.0,0.0,False,True
grafana,12,False,1081,4.7,18,51.5,88,46,3,3,6,154,33,8.5,0,0,8,0,0,0,29.6,0.0,0,0.0,20,30,5.5,12.7,25.9,4.6,0.0,2.8,False,True
grafana,15,False,1047,4.6,31,31,66,25,4,3,7,131,0,6,0,0,6,3,9,0,34.4,1.05,1,1.11,21,34,20.4,16.3,21.0,4.8,1.0,1.0,False,True
grafana,13,False,1172,5.1,27,46,63,46,5,0,5,195,0,7,0,0,8,2,9,1,19.6,0.26,2,0.1,17,27,6.3,20.6,29.0,46.9,0.0,3.4,False,True
grafana,9,False,1443,6.3,52,27.5,45,35,2,10,12,111,8,4.5,6,0,14,8,25,1,32.6,1.59,2,1.62,18.0,34,22.1,20.6,17.3,29.1,4.2,5.5,True,True
grafana,10,False,651,2.8,17,33,68,19,4,2,6,93,0,3.5,0,0,6,8,27,0,36.9,0.31,2,0.0,17.5,27,8.3,13.9,18.4,13.8,0.0,4.6,False,True
grafana,5,False,363,1.6,11,36,52,56,6,0,6,52,0,5.0,0,0,5,1,6,0,85.4,0.83,2,0.47,19.5,46,25.0,6.2,22.0,2.8,13.8,0.0,False,True
grafana,13,False,1491,6.5,49,28,52,38,11,10,21,68,0,4,0,0,16,5,18,0,53.0,0.54,3,0.37,18,28,6.5,10.4,24.1,34.2,0.0,4.0,False,True
grafana,15,False,1298,5.6,30,43.5,70,32,4,2,6,185,0,6.0,0,0,18,2,6,1,20.0,0.23,1,0.17,19.5,37,15.0,10.0,27.7,30.8,4.6,0.0,False,True
grafana,6,False,559,2.4,14,34.5,63,30,3,0,3,140,0,6,0,0,10,0,0,0,32.2,0.18,0,0.24,26.5,36,27.3,13.6,17.9,26.8,0.0,5.4,False,True
grafana,25,False,542,2.4,11,54,71,58,4,0,4,108,0,5.0,0,0,5,3,17,0,51.7,0.18,0,0.26,20,29,7.4,7.4,33.2,18.5,1.8,0.0,False,True
grafana,14,False,1513,6.6,47,31,51,38,9,7,16,89,0,5.0,0,0,14,4,22,1,41.6,0.2,1,0.15,20.5,29,9.5,17.6,17.8,39.7,0.0,7.9,False,True
grafana,11,False,913,4.0,34,24.5,47,42,5,9,14,61,0,5.5,5,0,16,2,11,3,28.5,0.11,0,0.13,19,40,26.8,22.0,5.5,32.9,0.0,6.6,True,True
grafana,16,False,949,4.1,23,44,73,47,5,3,8,105,0,4.0,5,0,11,0,0,0,26.3,0.95,1,1.0,19.0,33,16.7,25.0,2.1,43.2,0.0,1.1,True,True
grafana,15,False,1182,5.1,38,31.5,52,38,6,7,13,84,0,5,0,0,14,5,19,0,51.6,0.25,0,0.29,20.0,32,13.8,17.2,25.4,24.5,0.0,5.1,False,True
grafana,19,False,858,3.7,20,42.5,64,42,7,0,7,107,14,5,0,0,11,1,3,1,39.6,0.0,0,0.0,17.5,32,10.9,21.7,16.3,50.1,0.0,0.0,False,True
grafana,7,False,932,4.1,29,23,77,55,0,0,0,932,0,0,2,0,15,3,4,0,18.2,1.18,1,1.28,19,37,22.0,9.8,15.0,16.1,1.1,0.0,True,True
grafana,11,False,1360,5.9,23,60,88,36,4,0,4,272,0,8.0,0,0,5,0,0,1,13.2,0.51,1,0.5,25.0,36,29.6,7.4,17.6,54.4,0.7,5.9,False,True
grafana,14,False,2576,11.2,70,36.5,60,45,6,6,12,198,17,4.0,0,0,13,6,25,0,24.8,3.22,5,3.22,20.0,35,17.2,15.6,27.2,3.1,0.4,0.8,False,True
grafana,14,False,730,3.2,20,37.0,61,50,4,3,7,91,29,8,0,0,9,4,19,0,49.3,0.82,0,1.03,26.0,54,37.5,12.5,54.8,13.7,2.7,4.1,False,True
grafana,9,False,407,1.8,16,24.5,42,5,3,0,3,102,0,5,2,0,10,2,8,1,49.1,0.49,2,0.0,16.0,33,13.6,18.2,14.7,49.1,0.0,0.0,True,True
grafana,8,False,828,3.6,25,28,58,102,5,3,8,92,0,5.0,8,0,18,4,16,0,26.6,0.12,0,0.15,21,46,33.3,9.1,7.2,33.8,0.0,7.2,True,True
grafana,11,False,1296,5.6,38,34.5,53,21,7,6,13,93,0,6,0,0,10,1,3,0,40.9,0.69,2,0.61,21,34,11.1,14.3,12.3,47.8,0.0,0.0,False,True
grafana,11,False,1823,7.9,45,39,64,64,4,6,10,166,0,4.5,5,0,25,3,10,1,34.6,0.6,0,0.66,18.0,31,11.7,19.1,40.0,23.6,1.6,3.8,True,True
grafana,7,False,1845,8.0,40,45.0,88,7,10,0,10,168,0,4.5,0,0,9,3,10,1,28.2,1.84,4,1.77,23.5,46,32.4,23.0,27.1,13.0,1.6,4.9,False,True
grafana,11,False,1442,6.3,32,48.0,63,48,3,3,6,206,0,3.0,7,0,13,1,3,0,24.3,0.14,0,0.15,23,37,15.9,12.7,43.7,12.5,0.0,4.2,True,True
grafana,12,False,1309,5.7,26,52.5,76,37,4,10,14,87,0,4.0,0,0,5,1,4,0,23.7,0.08,0,0.09,19.0,28,7.6,7.6,3.8,28.3,0.0,3.1,False,True
grafana,11,False,1263,5.5,32,34.5,69,42,7,2,9,126,0,6,0,0,12,4,13,0,41.2,1.11,6,0.72,24.5,40,26.0,4.0,30.1,18.2,0.0,7.1,False,True
grafana,10,False,786,3.4,18,37.5,86,25,1,1,2,262,0,3.5,0,0,5,1,5,1,34.4,1.78,2,1.89,23.5,46,40.0,20.0,26.7,2.5,1.3,8.9,False,True
grafana,17,False,1814,7.9,59,31,48,38,10,15,25,70,0,5,0,0,16,7,16,0,39.7,0.0,0,0.0,19.0,33,14.8,18.2,20.9,36.9,0.0,2.2,False,True
grafana,12,False,832,3.6,22,32.0,66,28,4,3,7,104,14,5,1,0,6,3,9,1,38.5,1.08,3,0.88,22,35,22.9,8.6,24.0,22.8,0.0,2.4,True,True
grafana,12,False,784,3.4,14,52.0,88,46,2,0,2,261,0,6.5,0,0,8,1,3,0,19.1,0.89,2,0.79,26,40,22.6,9.7,15.3,0.0,0.0,14.0,False,True
grafana,9,False,1775,7.7,44,39.0,66,33,3,6,9,178,0,4,0,0,7,3,6,0,29.9,0.96,1,0.98,25,41,33.8,15.5,23.7,2.8,1.1,5.6,False,True
grafana,11,False,216,0.9,8,26.5,46,12,3,0,3,54,33,5,0,0,7,3,14,0,88.0,0.46,1,0.0,17,25,9.1,0.0,13.9,32.4,0.0,4.6,False,True
grafana,17,False,917,4.0,29,31,54,38,5,8,13,66,0,6,0,0,13,4,15,0,45.8,0.0,0,0.0,17.5,30,8.3,12.5,18.5,32.7,0.0,2.2,False,True
grafana,13,False,504,2.2,13,28,81,20,0,0,0,504,0,0,1,0,8,0,0,0,29.8,0.99,4,0.28,24.0,43,15.0,0.0,15.9,21.8,13.9,2.0,True,True
grafana,17,False,1650,7.2,33,48,72,28,4,2,6,236,0,7.0,0,0,7,1,4,3,11.5,0.18,1,0.13,19.0,38,18.4,15.8,4.2,46.7,2.4,13.9,False,True
grafana,10,False,1007,4.4,31,33,48,31,6,0,6,144,83,5.0,1,0,9,3,11,0,25.8,0.3,2,0.12,21.0,33,19.6,15.2,15.9,43.7,0.0,3.0,True,True
grafana,6,False,203,0.9,6,34.0,52,25,1,0,1,102,0,6,0,0,5,1,14,0,152.7,0.49,1,0.0,20.0,43,37.5,12.5,29.6,29.6,0.0,0.0,False,True
grafana,14,False,845,3.7,38,20.5,37,19,4,4,8,94,0,3.0,7,1,17,0,0,1,40.2,0.47,3,0.14,21.0,42,18.4,18.4,13.0,4.7,2.4,0.0,True,True
grafana,8,False,559,2.4,24,19.5,44,44,6,0,6,80,0,5.0,7,0,12,4,9,2,37.6,0.72,1,0.73,21.0,35,11.5,11.5,7.2,46.5,0.0,0.0,True,True
grafana,10,False,632,2.7,15,41,60,38,3,1,4,126,0,6.5,0,0,6,1,3,0,26.9,0.47,0,0.62,19.0,34,10.0,6.7,39.6,15.8,0.0,0.0,False,True
grafana,12,False,479,2.1,9,50,78,32,4,0,4,96,0,5.0,0,0,6,0,0,0,31.3,0.42,0,0.61,17.5,33,16.7,16.7,37.6,10.4,4.2,6.3,False,True
