source,title_words,title_is_question,words,read_min,paras,para_median_words,para_p90_words,lead_words,h2,h3,heads,words_per_section,head_question_pct,head_median_words,code_blocks,tables,images,lists,list_items,quotes,links_per_1kw,nums_per_100w,nums_in_lead_150,nums_per_100w_body,wps_median,wps_p90,pct_sent_over_30,pct_sent_under_12,we_per_1kw,you_per_1kw,i_per_1kw,emdash_per_1kw,has_code,has_chart
cockroach,4,False,1036,4.5,19,52,90,55,5,0,5,173,100,9,0,0,6,0,0,0,16.4,0.1,1,0.0,16.0,30,6.9,25.9,7.7,32.8,0.0,0.0,False,True
cockroach,12,False,1631,7.1,64,24.0,44,31,5,8,13,116,54,9,0,0,13,1,2,0,5.5,0.37,0,0.41,25.5,53,32.8,12.1,47.8,11.6,0.0,0.0,False,True
cockroach,12,False,953,4.1,43,14,55,49,8,0,8,106,0,5.0,0,0,9,8,23,0,11.5,0.52,0,0.62,14.0,27,5.0,35.0,0.0,8.4,0.0,3.1,False,True
cockroach,13,False,1070,4.7,28,36.0,65,76,6,0,6,153,17,6.0,0,0,6,0,0,3,11.2,0.84,0,0.98,19.0,33,13.5,19.2,9.3,2.8,1.9,0.0,False,True
cockroach,7,False,847,3.7,18,48.0,74,20,2,5,7,106,0,9,0,0,11,0,0,2,22.4,0.47,1,0.43,17.0,32,13.0,21.7,17.7,23.6,1.2,15.3,False,True
cockroach,10,False,1339,5.8,27,54,73,20,4,0,4,268,0,2.0,0,0,4,0,0,4,10.5,1.05,4,0.84,20.0,38,13.3,11.7,10.5,3.0,7.5,4.5,False,True
cockroach,11,False,2432,10.6,78,26.0,62,6,11,1,12,187,0,6.0,0,0,15,3,11,0,12.3,2.26,0,2.41,21.0,44,29.2,18.8,48.9,15.2,3.7,0.0,False,True
cockroach,8,False,1555,6.8,30,48.5,78,50,6,0,6,222,0,7.5,0,0,6,0,0,0,7.7,0.26,1,0.21,20.0,31,11.1,5.6,0.6,16.1,0.6,0.0,False,True
cockroach,12,False,1514,6.6,34,42.5,73,50,6,3,9,151,22,4,0,0,12,1,3,0,7.9,0.4,0,0.44,21.0,34,11.4,17.1,13.9,8.6,0.0,3.3,False,True
cockroach,8,False,1868,8.1,43,45,76,82,4,10,14,125,21,2.5,0,0,16,2,5,0,7.5,0.0,0,0.0,22,38,24.1,15.2,12.3,26.2,1.1,0.5,False,True
cockroach,8,False,779,3.4,45,15,33,66,8,0,8,87,12,7.0,0,0,10,6,21,0,12.8,0.51,0,0.64,13,39,10.6,44.7,14.1,32.1,0.0,0.0,False,True
cockroach,8,False,1210,5.3,36,25.0,73,27,10,0,10,110,70,10.0,0,0,10,1,3,0,16.5,0.25,1,0.19,20.0,28,6.2,18.8,0.0,14.9,0.0,0.0,False,True
cockroach,10,False,551,2.4,18,35.0,52,41,3,0,3,138,0,4,0,0,4,1,5,0,9.1,1.45,2,1.5,15,32,16.1,38.7,3.6,5.4,0.0,3.6,False,True
cockroach,11,False,786,3.4,40,16.0,37,55,11,0,11,66,0,5,0,0,19,2,13,0,24.2,1.4,0,1.73,18.5,39,20.6,20.6,15.3,8.9,1.3,0.0,False,True
cockroach,8,False,1232,5.4,54,16.0,52,48,10,0,10,112,70,8.0,0,0,9,14,24,0,13.0,0.89,8,0.28,14,25,0.0,25.3,0.0,15.4,0.0,0.0,False,True
cockroach,7,False,1839,8.0,32,59.5,94,94,4,0,4,368,0,7.5,0,0,7,2,6,0,21.2,1.14,3,1.07,25,36,21.9,6.8,48.4,7.1,0.0,0.0,False,True
cockroach,9,False,767,3.3,35,14,47,33,3,0,3,192,67,7,0,0,4,4,13,0,10.4,0.0,0,0.0,18.0,39,19.4,11.1,2.6,2.6,0.0,0.0,False,True
cockroach,9,False,1235,5.4,37,32,56,14,9,0,9,124,0,8,0,0,10,0,0,0,8.9,1.38,8,0.83,11.0,21,1.1,53.2,0.0,2.4,0.0,0.0,False,True
cockroach,12,False,1009,4.4,21,54,69,50,6,0,6,144,33,8.5,0,0,6,0,0,0,11.9,0.4,1,0.35,19,41,17.0,23.4,0.0,5.0,5.9,0.0,False,True
cockroach,4,False,320,1.4,19,16,27,25,1,0,1,160,0,8,0,0,21,0,0,0,106.2,0.62,2,0.0,24.0,32,18.8,37.5,15.6,9.4,0.0,3.1,False,True
cockroach,8,False,2268,9.9,46,49.0,93,57,6,7,13,162,8,5,0,0,17,3,12,0,7.9,0.35,1,0.33,20,33,13.3,11.4,4.0,22.0,0.0,0.4,False,True
cockroach,8,False,822,3.6,36,22.0,43,30,7,1,8,91,0,4.0,0,0,8,4,13,0,3.6,1.34,3,1.19,16,30,8.5,36.2,8.5,7.3,0.0,9.7,False,True
cockroach,14,False,2577,11.2,73,31,67,26,9,9,18,136,0,6.5,0,0,18,10,26,0,10.9,0.27,3,0.16,23,37,21.9,10.5,3.5,8.9,1.9,0.0,False,True
cockroach,6,False,1493,6.5,40,36.5,73,5,3,0,3,373,0,6,0,0,3,3,12,0,2.7,0.13,2,0.0,24.0,37,30.6,9.7,1.3,43.5,0.0,0.0,False,True
cockroach,11,False,1154,5.0,28,29.0,106,91,3,2,5,192,0,7,0,0,7,3,11,0,10.4,0.95,1,1.0,22.5,36,18.8,8.3,19.9,6.9,0.0,1.7,False,True
cockroach,10,False,2127,9.2,63,33,61,33,9,5,14,142,21,6.5,0,0,15,2,11,0,10.8,0.52,0,0.56,17,32,10.1,32.8,0.5,6.1,0.0,0.0,False,True
cockroach,10,False,2137,9.3,51,40,69,17,4,4,8,237,25,4.5,0,0,10,2,8,0,3.7,0.19,0,0.2,23,41,33.3,13.6,3.3,9.8,0.5,5.1,False,True
cockroach,9,False,1906,8.3,43,44,71,60,3,9,12,147,0,4.0,0,0,13,1,4,0,3.7,0.05,0,0.06,21,37,21.8,18.4,4.7,36.7,0.0,0.0,False,True
cockroach,7,False,955,4.2,22,45.5,67,44,5,0,5,159,0,6,0,0,5,0,0,0,13.6,0.31,1,0.25,20,32,11.1,8.9,3.1,18.8,1.0,3.1,False,True
cockroach,13,False,1053,4.6,24,45.0,67,59,5,4,9,105,0,7,0,0,10,1,4,0,3.8,0.09,0,0.11,19,27,5.3,17.5,0.9,3.8,0.0,6.6,False,True
cockroach,12,False,1771,7.7,44,37.5,75,13,4,5,9,177,22,3,0,0,12,4,14,0,7.3,0.06,0,0.06,22.0,41,32.4,18.9,1.1,8.5,1.1,0.0,False,True
cockroach,10,False,1496,6.5,37,39,85,69,6,6,12,115,0,5.0,0,0,13,2,7,0,10.0,1.0,4,0.82,21.0,32,12.9,7.1,1.3,1.3,0.0,0.0,False,True
cockroach,13,False,772,3.4,26,26.0,65,55,4,7,11,64,0,3,0,0,13,3,13,0,31.1,1.17,7,0.32,17.0,27,7.1,26.2,2.6,5.2,0.0,0.0,False,True
cockroach,12,False,3989,17.3,74,55.5,83,64,12,0,12,307,92,9.0,0,0,13,1,3,0,6.5,1.43,6,1.33,14.0,27,5.8,41.5,2.3,0.0,0.0,0.5,False,True
cockroach,12,False,1660,7.2,100,12.0,34,30,8,8,16,98,0,7.0,0,0,24,21,46,1,15.1,2.83,0,3.11,12.0,27,2.6,48.2,0.0,41.0,0.6,0.0,False,True
dropbox,12,False,1611,7.0,21,73,103,87,2,1,3,403,0,2,1,0,4,0,0,0,11.8,0.5,2,0.41,21,31,12.3,8.2,34.8,0.0,0.0,0.6,True,True
dropbox,2,False,626,2.7,14,50.5,70,56,4,0,4,125,0,2.5,2,0,6,6,25,0,28.8,1.28,8,0.0,19.0,31,12.5,25.0,47.9,6.4,6.4,0.0,True,True
dropbox,9,False,1650,7.2,29,63,89,66,4,0,4,330,0,4.5,0,0,1,0,0,0,9.1,0.42,0,0.47,19.5,32,15.9,18.3,58.2,9.7,0.0,12.1,False,True
dropbox,9,False,2907,12.6,37,76,140,79,10,0,10,264,0,3.5,0,0,0,8,24,0,3.1,0.69,3,0.62,26.0,39,34.8,15.2,24.1,0.0,1.0,2.4,False,False
dropbox,14,False,1369,6.0,28,44.0,80,80,5,7,12,105,8,2.5,0,0,2,2,7,0,8.8,3.8,5,3.86,28.0,44,39.6,6.2,50.4,2.9,0.7,2.2,False,True
dropbox,7,False,3519,15.3,62,51.0,112,64,5,2,7,440,0,5,1,0,0,4,11,0,1.7,0.26,0,0.27,20,35,15.8,16.4,38.1,4.8,7.7,0.9,True,False
dropbox,9,False,3509,15.3,44,83.0,122,76,4,11,15,219,0,3,2,0,4,5,17,0,1.1,0.68,0,0.71,19.0,30,8.0,13.1,19.9,8.5,18.5,2.8,True,True
dropbox,5,False,364,1.6,7,48,89,27,1,0,1,182,0,3,0,0,2,0,0,0,13.7,0.82,1,0.93,18,31,10.5,15.8,16.5,8.2,5.5,0.0,False,True
dropbox,5,False,2009,8.7,33,54,92,64,8,0,8,223,0,4.5,3,0,6,1,5,0,21.4,0.25,0,0.27,18,31,10.9,14.9,5.5,19.9,27.9,0.0,True,True
dropbox,10,False,647,2.8,9,67,133,43,6,0,6,92,33,4.0,0,0,0,2,10,0,9.3,0.46,0,0.6,16,33,11.4,22.9,54.1,1.5,0.0,0.0,False,False
dropbox,5,False,2206,9.6,28,79.0,158,158,6,0,6,315,0,7.5,5,0,16,0,0,0,4.5,0.32,0,0.34,22,39,23.7,15.1,36.3,19.0,5.4,2.7,True,True
dropbox,7,False,1555,6.8,27,63,97,64,6,0,6,222,0,4.5,1,0,6,4,14,0,7.1,0.32,0,0.36,20.0,34,19.7,21.1,30.2,9.6,0.6,10.9,True,True
dropbox,4,False,401,1.7,8,49.5,133,46,0,0,0,401,0,0,2,0,0,0,0,0,22.4,0.0,0,0.0,14.5,27,0.0,12.5,57.4,10.0,0.0,0.0,True,False
dropbox,10,False,3918,17.0,56,65.5,123,94,9,0,9,392,11,3,6,0,7,3,11,0,1.3,0.69,0,0.72,18,31,12.8,17.9,23.7,6.1,6.6,2.3,True,True
dropbox,6,False,2596,11.3,46,51.5,97,93,6,5,11,216,9,4,2,0,6,8,21,0,6.2,0.42,2,0.37,19,34,13.4,16.5,40.8,1.2,1.2,1.5,True,True
dropbox,2,False,276,1.2,6,41.0,80,39,0,0,0,276,0,0,0,0,2,0,0,0,18.1,0.36,0,0.79,19.0,28,7.1,14.3,39.9,7.2,3.6,0.0,False,True
dropbox,4,False,1712,7.4,20,84.0,161,111,12,0,12,132,0,3.0,3,1,20,11,30,0,2.9,0.41,0,0.45,18.0,32,14.8,22.7,18.7,0.0,1.2,0.0,True,True
dropbox,4,False,745,3.2,15,31,136,43,5,0,5,124,0,1,7,1,0,5,16,0,18.8,0.4,0,0.5,16.5,40,18.4,23.7,43.0,5.4,1.3,2.7,True,True
dropbox,9,False,358,1.6,6,61.0,69,65,0,0,0,358,0,0,0,0,0,0,0,0,25.1,0.28,1,0.0,27,37,23.1,0.0,33.5,0.0,2.8,0.0,False,False
dropbox,4,False,1952,8.5,65,21,71,63,0,0,0,1952,0,0,16,0,0,0,0,0,0.5,1.43,1,1.5,16.0,32,12.5,27.9,35.3,3.1,5.1,0.5,True,False
dropbox,12,False,1801,7.8,34,54.5,78,62,7,0,7,225,14,3,0,0,4,11,20,0,5.6,2.5,7,2.3,21.0,38,23.7,14.5,43.9,1.7,0.6,3.9,False,True
dropbox,6,False,8360,36.3,197,38,75,99,29,0,29,279,0,2,109,0,0,5,16,0,6.7,0.25,0,0.26,16,30,9.4,26.7,22.5,12.1,8.6,0.1,True,False
dropbox,10,False,927,4.0,23,36,76,43,5,0,5,154,0,4,0,0,4,9,34,0,21.6,0.43,2,0.26,20,32,18.6,16.3,53.9,10.8,6.5,3.2,False,True
dropbox,4,False,1939,8.4,33,59,98,91,5,2,7,242,0,3,3,2,7,0,0,0,5.7,0.36,1,0.34,18.5,36,17.4,17.4,8.3,5.7,24.2,0.0,True,True
dropbox,5,False,2588,11.3,27,95,169,108,4,2,6,370,0,2.0,3,0,5,6,17,0,1.9,0.08,0,0.08,19.0,32,11.5,14.6,12.8,3.9,4.6,0.0,True,True
dropbox,9,False,2662,11.6,30,96.0,143,122,6,6,12,205,8,2.5,0,0,6,6,16,0,1.5,0.83,0,0.88,25.0,42,26.9,10.6,13.9,8.3,0.8,1.9,False,True
dropbox,9,False,1518,6.6,27,52,98,106,6,0,6,217,0,3.5,2,0,0,0,0,0,10.5,2.24,7,1.97,17,28,6.7,23.6,29.0,0.7,0.0,4.0,True,False
figma,7,True,1629,7.1,23,75,110,38,6,3,9,163,11,6,0,0,48,5,24,2,27.6,0.98,3,0.88,22,43,24.6,11.6,11.7,5.5,4.9,7.4,False,True
figma,11,False,1308,5.7,26,55.5,79,40,6,2,8,145,50,6.0,0,0,32,5,25,0,19.9,0.23,0,0.26,17.0,33,16.7,16.7,16.8,20.6,3.8,13.0,False,True
figma,5,False,1544,6.7,33,48,71,19,8,16,24,62,0,5.0,0,0,22,6,24,1,25.9,0.39,0,0.43,17.0,31,10.0,17.5,47.3,3.2,0.6,4.5,False,True
figma,10,False,884,3.8,17,48,77,20,5,0,5,147,0,5,0,0,15,2,6,0,7.9,0.34,1,0.27,22.0,37,20.0,12.5,9.0,0.0,0.0,2.3,False,True
figma,6,False,702,3.1,18,41.0,66,11,7,9,16,41,0,5.5,0,0,39,6,15,0,41.3,1.14,2,1.09,16,29,7.7,25.6,28.5,5.7,0.0,5.7,False,True
figma,5,False,1889,8.2,35,57,95,13,2,2,4,378,0,5.5,0,0,58,5,27,1,18.0,0.16,0,0.17,18.0,32,12.2,19.4,19.1,12.7,7.4,5.8,False,True
figma,5,False,202,0.9,6,34.0,53,11,2,2,4,40,0,5.5,0,0,8,5,18,0,74.3,0.5,1,0.0,14.0,26,8.3,25.0,44.6,39.6,0.0,5.0,False,True
figma,12,False,2268,9.9,28,78.5,129,36,5,2,7,284,0,9,0,0,41,7,40,5,25.1,0.57,0,0.61,23.5,37,26.6,8.5,11.5,2.2,2.2,5.7,False,True
figma,7,False,1496,6.5,34,40.0,66,12,6,4,10,136,10,4.5,0,0,14,7,31,0,22.1,0.4,0,0.45,19.0,35,14.9,17.6,24.1,8.0,1.3,8.7,False,True
figma,10,False,1063,4.6,26,40.0,76,19,9,3,12,82,0,1.5,0,0,16,5,19,0,36.7,0.09,0,0.11,19,32,13.7,11.8,4.7,39.5,0.0,0.9,False,True
figma,10,False,1312,5.7,21,57,93,19,5,3,8,146,0,7.5,0,0,20,5,24,2,32.0,1.07,4,0.86,22,40,22.6,5.7,10.7,7.6,2.3,6.1,False,True
figma,11,False,842,3.7,18,34.5,112,23,2,9,11,70,0,7,0,0,19,6,26,0,38.0,0.59,0,0.72,21,47,20.5,33.3,62.9,23.8,0.0,7.1,False,True
figma,7,False,616,2.7,16,38.0,59,8,2,6,8,68,25,10.5,0,0,26,7,30,0,64.9,0.49,0,0.64,15.0,42,18.8,28.1,24.4,6.5,3.2,1.6,False,True
figma,11,False,423,1.8,10,46.0,68,14,2,3,5,70,0,8,0,0,8,6,24,0,44.9,0.0,0,0.0,21.5,33,15.0,5.0,28.4,37.8,0.0,7.1,False,True
figma,5,False,207,0.9,6,37.5,51,21,2,3,5,34,0,6,0,0,13,6,23,0,96.6,2.9,4,3.51,21.0,31,10.0,10.0,24.2,77.3,0.0,0.0,False,True
figma,5,False,323,1.4,9,39,52,12,2,3,5,54,20,6,0,0,16,6,22,0,58.8,0.31,0,0.58,16.5,28,5.6,11.1,31.0,15.5,0.0,15.5,False,True
figma,7,False,665,2.9,10,59.5,120,40,2,3,5,111,0,7,0,0,21,5,19,0,36.1,1.05,1,1.17,17.0,38,20.0,23.3,48.1,24.1,0.0,3.0,False,True
figma,5,False,520,2.3,12,41.0,61,14,9,3,12,40,0,6.5,0,0,12,6,26,2,57.7,0.19,0,0.27,14,42,14.8,22.2,30.8,25.0,0.0,0.0,False,True
figma,6,False,1140,5.0,21,60,88,22,2,9,11,95,0,5,0,0,15,6,24,1,33.3,0.18,1,0.1,19.5,36,24.0,16.0,13.2,3.5,8.8,4.4,False,True
figma,11,False,514,2.2,14,36.0,62,12,2,1,3,128,0,8,0,0,6,2,6,0,7.8,1.75,0,2.47,21.0,59,30.0,15.0,23.3,0.0,0.0,5.8,False,True
figma,4,False,416,1.8,8,50.0,93,24,2,3,5,69,0,7,0,0,10,6,28,0,57.7,0.0,0,0.0,16,28,0.0,32.0,50.5,4.8,0.0,0.0,False,True
figma,13,False,906,3.9,14,65.0,106,31,4,4,8,101,0,5.0,0,0,19,6,34,1,43.0,0.44,2,0.26,18.5,34,21.4,9.5,7.7,7.7,6.6,4.4,False,True
figma,9,False,881,3.8,19,47,73,9,5,2,7,110,0,6,0,0,22,5,19,2,25.0,0.23,1,0.14,21,30,9.3,23.3,19.3,7.9,0.0,5.7,False,True
figma,4,False,1142,5.0,24,43.0,87,16,7,6,13,82,0,3,0,0,16,8,37,0,28.9,0.0,0,0.0,23.0,37,18.0,6.0,13.1,41.2,0.9,1.8,False,True
figma,6,True,556,2.4,13,42,79,11,4,5,9,56,11,5,0,0,11,5,29,0,59.4,0.0,0,0.0,19,37,16.0,8.0,14.4,12.6,0.0,5.4,False,True
figma,12,False,867,3.8,16,57.0,95,10,2,5,7,108,0,5,0,0,12,5,17,0,20.8,0.12,1,0.0,20,34,14.0,18.6,10.4,2.3,1.2,0.0,False,True
figma,6,False,789,3.4,11,85,107,24,2,3,5,132,0,7,0,0,13,8,39,1,72.2,0.63,2,0.47,18,31,12.2,24.4,29.2,8.9,10.1,6.3,False,True
figma,7,False,2657,11.6,39,65,131,71,2,13,15,166,0,7,0,0,38,8,47,1,39.9,0.53,3,0.44,21,38,22.5,16.2,16.6,3.0,3.4,2.6,False,True
figma,10,False,1148,5.0,19,43,108,18,7,9,16,68,0,6.5,0,0,17,6,19,0,33.1,0.17,1,0.1,21,34,20.0,21.8,7.0,13.9,0.9,4.4,False,True
figma,7,False,1030,4.5,20,54.5,78,29,4,5,9,103,0,5,0,0,17,7,24,0,22.3,0.0,0,0.0,20.0,33,12.5,10.4,28.2,34.0,14.6,6.8,False,True
figma,6,False,1279,5.6,25,50,87,31,2,9,11,107,9,5,0,0,25,12,59,3,51.6,0.86,3,0.71,22.0,37,24.1,13.0,7.0,14.9,7.0,5.5,False,True
figma,6,False,1101,4.8,20,52.5,119,30,7,2,9,110,0,7,0,0,48,6,30,2,27.2,0.18,0,0.21,18,30,6.8,25.4,5.4,4.5,5.4,4.5,False,True
figma,7,False,1696,7.4,27,50,129,23,12,11,23,71,0,4,0,0,31,6,42,0,44.8,0.77,4,0.58,19.5,40,25.0,32.5,37.1,18.9,0.6,4.1,False,True
figma,6,False,1307,5.7,21,64,82,22,6,7,13,93,0,5,0,0,28,5,22,0,30.6,0.08,0,0.09,24.0,33,25.0,1.9,22.2,1.5,0.0,5.4,False,True
figma,11,False,945,4.1,15,68,92,44,7,3,10,86,0,5.5,0,0,25,6,28,0,32.8,0.32,0,0.38,22,32,13.3,17.8,4.2,13.8,33.9,5.3,False,True
figma,4,False,619,2.7,13,42,83,23,4,3,7,77,0,5,0,0,11,7,31,1,42.0,0.48,2,0.21,20,31,12.9,19.4,25.8,14.5,14.5,0.0,False,True
figma,11,False,1519,6.6,15,109,136,32,7,3,10,138,0,5.5,0,0,29,6,34,1,24.4,0.07,1,0.0,22,48,19.7,16.4,14.5,3.3,1.3,6.6,False,True
figma,6,False,1218,5.3,25,41,80,21,7,4,11,102,0,6,0,0,12,6,32,2,35.3,0.25,0,0.28,21,49,28.6,26.5,12.3,13.1,12.3,5.7,False,True
figma,6,False,1285,5.6,39,26,63,33,6,4,10,117,0,5.0,3,0,25,9,26,0,17.1,0.93,2,0.88,19,27,5.8,21.7,28.0,4.7,0.0,2.3,True,True
figma,5,False,955,4.2,17,56,91,35,4,10,14,64,0,4.5,0,0,27,5,25,0,38.7,0.0,0,0.0,20.0,30,8.7,13.0,59.7,3.1,0.0,3.1,False,True
figma,11,False,859,3.7,17,42,138,38,5,7,12,66,0,6.5,0,0,24,9,40,0,55.9,0.0,0,0.0,19,44,15.4,15.4,19.8,12.8,0.0,7.0,False,True
figma,8,False,2800,12.2,37,56,176,34,5,11,16,165,0,6.0,0,0,45,6,22,0,15.4,0.14,0,0.15,23,34,15.7,12.4,31.4,12.5,4.6,4.6,False,True
figma,11,False,587,2.6,12,39.0,85,23,6,4,10,53,10,6.5,0,0,14,7,40,0,75.0,1.02,3,0.69,20,42,18.5,18.5,40.9,35.8,0.0,10.2,False,True
figma,13,False,1772,7.7,28,63.0,131,24,2,0,2,591,0,9.5,0,0,58,2,9,2,9.0,0.28,1,0.25,16,34,17.6,25.3,26.0,9.6,26.0,7.3,False,True
figma,6,False,1146,5.0,18,68.5,100,31,4,10,14,76,0,4.0,0,0,12,5,23,0,27.9,0.96,6,0.5,19,34,16.4,9.1,18.3,11.3,0.9,3.5,False,True
figma,6,False,1711,7.4,40,43.5,72,20,8,3,11,143,0,5,6,0,18,10,37,0,22.2,0.47,1,0.45,23.0,37,19.4,8.3,49.7,1.8,0.0,1.8,True,True
figma,9,False,412,1.8,9,50,74,20,2,2,4,82,0,10.0,0,0,9,5,15,0,41.3,0.97,3,0.38,19,27,4.3,26.1,31.6,12.1,0.0,0.0,False,True
figma,10,False,3398,14.8,42,73.5,141,38,7,17,24,136,0,5.5,0,0,13,9,34,0,18.5,0.18,2,0.12,22,36,20.1,8.1,53.3,2.9,0.0,5.9,False,True
figma,4,False,889,3.9,24,34.5,53,14,9,11,20,42,60,5.5,0,0,49,6,15,0,42.7,0.79,0,0.95,20.0,39,16.7,19.0,40.5,5.6,0.0,3.4,False,True
figma,7,False,1181,5.1,18,52.5,145,66,4,8,12,91,0,4.5,0,0,25,6,24,0,50.8,0.34,0,0.39,19,33,14.8,23.0,46.6,11.0,4.2,8.5,False,True
figma,4,False,1214,5.3,25,49,70,13,3,3,6,173,0,5.0,0,0,22,6,23,0,23.1,0.33,0,0.38,20,35,20.8,9.4,10.7,26.4,7.4,13.2,False,True
figma,10,False,1142,5.0,25,37,89,24,6,8,14,76,7,7.0,0,0,12,11,48,0,35.0,0.18,0,0.2,23.0,35,20.8,2.1,8.8,19.3,0.0,15.8,False,True
figma,4,False,293,1.3,6,55.0,69,14,2,2,4,59,0,6.0,0,0,10,5,18,0,64.8,0.34,1,0.0,17.5,32,12.5,31.2,41.0,3.4,3.4,17.1,False,True
figma,9,False,1400,6.1,26,40.5,102,14,7,0,7,175,14,8,0,0,28,4,20,1,20.0,1.93,3,1.92,23,34,18.6,5.1,9.3,0.0,0.7,5.7,False,True
figma,6,False,608,2.6,15,40,69,16,5,10,15,38,0,6,0,0,20,6,16,0,41.1,0.16,0,0.22,18.0,31,10.0,0.0,24.7,34.5,0.0,3.3,False,True
figma,9,False,2894,12.6,35,93,139,23,9,8,17,161,0,6,0,0,94,6,42,0,20.7,0.45,4,0.33,22,40,25.2,7.0,15.5,4.1,0.7,7.9,False,True
figma,8,False,3512,15.3,64,42.5,96,20,10,15,25,135,0,8,0,0,108,4,21,4,38.7,0.71,5,0.59,20.0,34,14.0,13.4,33.6,12.0,2.6,9.4,False,True
figma,8,True,2431,10.6,50,41.5,91,21,5,8,13,174,31,7,0,0,41,8,43,0,42.4,0.29,0,0.31,21.0,29,8.3,16.7,4.5,17.7,2.5,4.9,False,True
figma,3,False,1628,7.1,36,32.5,99,41,2,12,14,109,0,8.0,0,0,41,8,47,0,40.5,1.04,4,0.88,18.0,32,12.2,25.6,38.7,6.1,0.0,6.1,False,True
figma,10,False,686,3.0,12,51.0,100,14,7,2,9,69,0,6,0,0,9,5,20,0,35.0,1.02,4,0.56,19,39,19.4,9.7,1.5,40.8,1.5,0.0,False,True
figma,8,False,1341,5.8,18,77.0,136,17,5,2,7,168,0,7,0,0,39,5,21,0,20.9,0.82,1,0.84,19,34,20.0,20.0,0.7,3.7,12.7,5.2,False,True
figma,12,False,1026,4.5,17,64,88,12,5,3,8,114,0,6.0,0,0,14,6,24,0,21.4,1.17,3,1.03,21.0,33,12.5,12.5,10.7,5.8,0.0,10.7,False,True
figma,9,False,587,2.6,11,49,90,12,4,3,7,73,0,5,0,0,12,6,25,0,47.7,0.68,2,0.46,19.5,39,17.9,28.6,63.0,8.5,0.0,3.4,False,True
figma,5,False,1114,4.8,15,92,117,20,2,3,5,186,0,6,0,0,15,7,32,1,40.4,0.27,0,0.31,19.0,29,6.9,20.7,4.5,2.7,10.8,11.7,False,True
figma,11,False,987,4.3,23,32,80,32,7,3,10,90,0,8.0,0,0,21,7,37,1,48.6,0.91,3,0.72,21,36,17.8,20.0,21.3,18.2,0.0,0.0,False,True
figma,8,False,686,3.0,18,28.0,78,17,5,3,8,76,0,6.0,0,0,15,6,34,0,56.9,0.15,1,0.0,25,34,29.6,7.4,14.6,16.0,0.0,0.0,False,True
figma,6,False,969,4.2,13,66,119,24,4,5,9,97,11,5,0,0,20,5,19,0,28.9,0.52,0,0.61,24,49,31.4,2.9,27.9,4.1,16.5,10.3,False,True
figma,6,False,928,4.0,16,57.0,97,36,5,9,14,62,0,3.5,0,0,13,7,31,0,40.9,0.11,0,0.13,19,32,11.1,11.1,37.7,33.4,0.0,7.5,False,True
figma,5,False,1150,5.0,21,49,81,18,7,4,11,96,0,6,0,0,13,6,36,0,40.0,0.17,0,0.2,18,29,8.2,16.4,22.6,27.0,0.0,6.1,False,True
figma,12,False,390,1.7,11,41,58,13,3,3,6,56,0,7.5,0,0,15,7,33,0,76.9,0.0,0,0.0,21,30,5.3,5.3,2.6,59.0,12.8,7.7,False,True
figma,5,False,1473,6.4,27,46,123,35,2,7,9,147,0,6,0,0,21,5,23,0,26.5,0.2,0,0.23,21,40,26.2,8.2,23.8,11.5,0.0,2.0,False,True
figma,6,False,1271,5.5,23,56,81,20,2,7,9,127,0,6,0,0,15,6,41,4,39.3,0.16,0,0.18,20,37,15.9,28.6,36.2,7.9,4.7,8.7,False,True
figma,7,False,1594,6.9,39,35,76,28,4,9,13,114,0,5,0,0,65,9,51,3,30.7,0.0,0,0.0,20,41,18.8,11.6,30.1,1.3,0.0,10.7,False,True
figma,8,False,2324,10.1,47,46,99,32,5,10,15,145,0,4,0,0,45,10,47,0,25.8,0.17,0,0.18,18,32,17.1,21.4,39.6,18.1,6.0,3.4,False,True
figma,9,False,1569,6.8,32,38.0,95,43,7,4,11,131,0,10,0,0,52,6,34,0,35.1,1.66,0,1.83,18.0,35,14.5,15.8,22.9,20.4,0.0,16.6,False,True
figma,10,False,1894,8.2,40,46.5,79,23,7,2,9,189,0,4,0,0,47,6,21,0,11.1,0.74,2,0.69,17,28,5.8,18.4,15.8,20.6,26.9,5.8,False,True
figma,12,False,1010,4.4,18,55.5,110,19,2,13,15,63,0,8,0,0,40,7,27,0,34.7,0.4,1,0.35,18,26,1.8,19.3,18.8,26.7,0.0,5.0,False,True
figma,6,False,474,2.1,15,18,87,16,8,2,10,43,0,6.0,0,0,18,8,32,0,82.3,0.0,0,0.0,16,29,3.7,22.2,27.4,14.8,0.0,2.1,False,True
figma,8,False,350,1.5,11,26,50,21,8,3,11,29,0,6,0,0,8,6,26,0,88.6,0.57,0,1.0,19.0,25,0.0,25.0,71.4,22.9,28.6,0.0,False,True
figma,7,False,1209,5.3,40,28.5,65,20,2,3,5,202,0,7,0,0,43,5,15,0,39.7,0.58,0,0.66,17.0,29,7.6,16.7,4.1,3.3,21.5,0.8,False,True
figma,8,False,2418,10.5,40,59.0,117,32,8,4,12,186,0,5.0,0,0,17,6,27,0,10.3,0.33,0,0.35,18.0,29,6.8,18.2,29.4,5.0,0.0,1.2,False,True
figma,7,False,1073,4.7,17,61,130,32,7,3,10,98,0,6.0,0,0,9,2,10,1,25.2,0.09,0,0.11,18,35,15.7,25.5,43.8,7.5,0.0,10.3,False,True
